time,voltage,current
99.70,3.7330,0.9888
99.80,3.7329,0.9961
99.90,3.7282,1.0107
100.00,3.7315,0.9973
100.10,3.7339,0.9901
100.20,3.7303,1.0008
100.30,3.7290,1.0084
100.40,3.7312,1.0015
100.50,3.7327,0.9856
100.60,3.7288,1.0062
100.70,3.7309,0.9957
100.80,3.7302,0.9967
100.90,3.7290,1.0015
101.00,3.7303,1.0005
101.10,3.7300,0.9983
101.20,3.7308,1.0007
101.30,3.7285,1.0094
101.40,3.7302,0.9976
101.50,3.7305,1.0011
101.60,3.7273,1.0040
101.70,3.7302,0.9980
101.80,3.7301,1.0015
101.90,3.7302,0.9983
102.00,3.7271,1.0049
102.10,3.7303,0.9964
102.20,3.7303,0.9926
102.30,3.7276,1.0075
102.40,3.7291,0.9989
102.50,3.7299,0.9945
102.60,3.7282,0.9996
102.70,3.7302,0.9970
102.80,3.7293,1.0018
102.90,3.7295,0.9961
103.00,3.7275,1.0043
103.10,3.7290,0.9980
103.20,3.7293,0.9964
103.30,3.7273,1.0068
103.40,3.7291,0.9968
103.50,3.7285,0.9999
103.60,3.7265,1.0030
103.70,3.7295,1.0008
103.80,3.7282,0.9954
103.90,3.7285,0.9986
104.00,3.7264,1.0027
104.10,3.7283,1.0005
104.20,3.7292,0.9938
104.30,3.7267,0.9999
104.40,3.7284,0.9996
104.50,3.7292,1.0040
104.60,3.7264,1.0078
104.70,3.7277,1.0005
104.80,3.7286,0.9983
104.90,3.7281,1.0005
105.00,3.7265,1.0008
105.10,3.7281,1.0037
105.20,3.7280,1.0002
105.30,3.7258,1.0037
105.40,3.7282,0.9999
105.50,3.7277,0.9938
105.60,3.7267,1.0000
105.70,3.7271,1.0021
105.80,3.7276,0.9976
105.90,3.7277,0.9964
106.00,3.7263,1.0021
106.10,3.7274,0.9970
106.20,3.7280,0.9951
106.30,3.7257,1.0024
106.40,3.7268,0.9992
106.50,3.7273,0.9961
106.60,3.7278,1.0017
106.70,3.7258,1.0059
106.80,3.7278,0.9951
106.90,3.7269,0.9996
107.00,3.7256,1.0059
107.10,3.7271,0.9926
107.20,3.7276,0.9932
107.30,3.7249,1.0030
107.40,3.7270,0.9967
107.50,3.7271,0.9954
107.60,3.7266,0.9999
107.70,3.7254,1.0063
107.80,3.7263,0.9951
107.90,3.7263,0.9983
108.00,3.7235,1.0002
108.10,3.7263,0.9986
108.20,3.7257,0.9976
108.30,3.7231,1.0100
108.40,3.7262,0.9957
108.50,3.7260,0.9945
108.60,3.7268,0.9945
108.70,3.7247,0.9989
108.80,3.7267,0.9912
108.90,3.7266,0.9970
109.00,3.7240,0.9999
109.10,3.7264,0.9913
109.20,3.7257,0.9945
109.30,3.7252,0.9967
109.40,3.7243,0.9967
109.50,3.7250,0.9954
109.60,3.7250,0.9973
109.70,3.7240,0.9951
109.80,3.7249,0.9932
109.90,3.7253,0.9993
110.00,3.7234,1.0008
110.10,3.7250,0.9967
110.20,3.7253,0.9973
110.30,3.7252,0.9980
110.40,3.7234,1.0075
110.50,3.7244,0.9986
110.60,3.7247,0.9983
110.70,3.7222,0.9996
110.80,3.7250,0.9976
110.90,3.7246,0.9951
111.00,3.7228,1.0024
111.10,3.7239,1.0018
111.20,3.7248,0.9913
111.30,3.7229,1.0021
111.40,3.7192,1.0176
111.50,3.7231,1.0005
111.60,3.7246,0.9967
111.70,3.7223,1.0005
111.80,3.7239,1.0018
111.90,3.7235,1.0024
112.00,3.7232,1.0053
112.10,3.7231,1.0021
112.20,3.7237,0.9970
112.30,3.7231,0.9964
112.40,3.7220,1.0034
112.50,3.7230,1.0049
112.60,3.7236,0.9999
112.70,3.7207,1.0068
112.80,3.7237,0.9942
112.90,3.7235,0.9980
113.00,3.7219,1.0043
113.10,3.7224,0.9986
113.20,3.7221,1.0017
113.30,3.7223,1.0043
113.40,3.7213,1.0056
113.50,3.7227,0.9980
113.60,3.7225,0.9986
113.70,3.7201,1.0056
113.80,3.7217,1.0015
113.90,3.7211,1.0043
114.00,3.7215,1.0084
114.10,3.7202,1.0034
114.20,3.7213,1.0024
114.30,3.7216,0.9996
114.40,3.7201,1.0049
114.50,3.7216,1.0053
114.60,3.7220,1.0008
114.70,3.7196,1.0075
114.80,3.7208,0.9986
114.90,3.7209,0.9983
115.00,3.7213,0.9938
115.10,3.7197,1.0005
115.20,3.7209,1.0011
115.30,3.7223,0.9950
115.40,3.7190,1.0034
115.50,3.7213,1.0008
115.60,3.7212,0.9964
115.70,3.7197,1.0046
115.80,3.7207,0.9973
115.90,3.7213,0.9983
116.00,3.7213,0.9980
116.10,3.7190,1.0040
116.20,3.7207,0.9986
116.30,3.7210,0.9986
116.40,3.7182,1.0077
116.50,3.7207,0.9980
116.60,3.7213,1.0005
116.70,3.7197,1.0027
116.80,3.7204,0.9980
116.90,3.7208,0.9938
117.00,3.7203,0.9954
117.10,3.7189,1.0008
117.20,3.7205,0.9964
117.30,3.7201,0.9967
117.40,3.7185,1.0056
117.50,3.7201,0.9975
117.60,3.7204,0.9967
117.70,3.7205,0.9929
117.80,3.7186,1.0065
117.90,3.7204,0.9973
118.00,3.7198,1.0011
118.10,3.7175,1.0068
118.20,3.7205,0.9935
118.30,3.7202,0.9992
118.40,3.7175,1.0043
118.50,3.7203,0.9996
118.60,3.7193,0.9954
118.70,3.7189,0.9983
118.80,3.7178,1.0011
118.90,3.7197,0.9967
119.00,3.7192,0.9983
119.10,3.7162,1.0024
119.20,3.7196,1.0015
119.30,3.7193,0.9986
119.40,3.7167,1.0002
119.50,3.7193,0.9945
119.60,3.7186,1.0002
119.70,3.7187,0.9933
119.80,3.7168,1.0027
119.90,3.7188,0.9942
120.00,3.7184,0.9973
120.10,3.7082,1.0303
120.20,3.7143,1.0056
120.30,3.7187,0.9957
120.40,3.7179,0.9964
120.50,3.7172,1.0015
120.60,3.7185,0.9957
120.70,3.7181,0.9976
120.80,3.7167,0.9993
120.90,3.7181,0.9957
121.00,3.7179,0.9967
121.10,3.7162,0.9999
121.20,3.7176,0.9983
121.30,3.7174,0.9945
121.40,3.7176,0.9986
121.50,3.7161,1.0043
121.60,3.7175,0.9973
121.70,3.7179,0.9961
121.80,3.7157,1.0056
121.90,3.7172,0.9982
122.00,3.7180,0.9951
122.10,3.7164,0.9964
122.20,3.7174,0.9923
122.30,3.7178,0.9948
122.40,3.7177,0.9929
122.50,3.7154,1.0043
122.60,3.7179,0.9948
122.70,3.7170,0.9932
122.80,3.7137,1.0024
122.90,3.7142,1.0094
123.00,3.7177,0.9933
123.10,3.7151,1.0005
123.20,3.7178,0.9961
123.30,3.7145,1.0065
123.40,3.7164,0.9986
123.50,3.7157,1.0015
123.60,3.7174,0.9970
123.70,3.7165,0.9989
123.80,3.7148,1.0043
123.90,3.7164,0.9961
124.00,3.7167,0.9965
124.10,3.7122,1.0056
124.20,3.7155,1.0005
124.30,3.7168,0.9945
124.40,3.7151,1.0002
124.50,3.7106,1.0122
124.60,3.7169,0.9897
124.70,3.7160,0.9964
124.80,3.7113,1.0157
124.90,3.7161,0.9964
125.00,3.7163,0.9935
125.10,3.7157,0.9993
125.20,3.7126,1.0113
125.30,3.7153,0.9907
125.40,3.7152,0.9945
125.50,3.7114,1.0157
125.60,3.7147,1.0011
125.70,3.7159,0.9923
125.80,3.7129,1.0005
125.90,3.7146,0.9989
126.00,3.7155,0.9900
126.10,3.7135,1.0059
126.20,3.7101,1.0169
126.30,3.7165,0.9932
126.40,3.7151,0.9948
126.50,3.7129,0.9992
126.60,3.7141,0.9942
126.70,3.7135,0.9989
126.80,3.7102,1.0126
126.90,3.7146,0.9945
127.00,3.7151,0.9951
127.10,3.7137,0.9980
127.20,3.7088,1.0157
127.30,3.7142,0.9940
127.40,3.7151,0.9935
127.50,3.7127,1.0056
127.60,3.7134,1.0021
127.70,3.7136,0.9967
127.80,3.7126,0.9973
127.90,3.7127,1.0008
128.00,3.7130,0.9992
128.10,3.7142,0.9992
128.20,3.7118,1.0008
128.30,3.7137,0.9964
128.40,3.7141,0.9989
128.50,3.7093,1.0180
128.60,3.7146,0.9954
128.70,3.7143,0.9897
128.80,3.7133,0.9983
128.90,3.7095,1.0097
129.00,3.7136,0.9923
129.10,3.7132,0.9938
129.20,3.7076,1.0176
129.30,3.7128,1.0018
129.40,3.7145,0.9957
129.50,3.7117,1.0015
129.60,3.7130,0.9986
129.70,3.7121,0.9951
129.80,3.7132,0.9954
129.90,3.7100,1.0072
130.00,3.7119,0.9945
130.10,3.7125,0.9967
130.20,3.7083,1.0116
130.30,3.7122,0.9935
130.40,3.7134,0.9910
130.50,3.7080,1.0088
130.60,3.7097,1.0059
130.70,3.7130,0.9904
130.80,3.7119,0.9951
130.90,3.7069,1.0145
131.00,3.7110,1.0008
131.10,3.7123,0.9938
131.20,3.7102,0.9970
131.30,3.7079,1.0100
131.40,3.7132,0.9910
131.50,3.7107,0.9983
131.60,3.7086,1.0084
131.70,3.7119,0.9954
131.80,3.7126,0.9869
131.90,3.7076,1.0138
132.00,3.7087,1.0059
132.10,3.7123,0.9910
132.20,3.7086,1.0043
132.30,3.7088,1.0034
132.40,3.7123,0.9897
132.50,3.7106,0.9989
132.60,3.7059,1.0151
132.70,3.7104,0.9965
132.80,3.7112,0.9913
132.90,3.7079,1.0084
133.00,3.7088,1.0040
133.10,3.7120,0.9856
133.20,3.7081,1.0037
133.30,3.7080,1.0065
133.40,3.7106,0.9992
133.50,3.7120,0.9897
133.60,3.7061,1.0119
133.70,3.7094,0.9957
133.80,3.7108,0.9947
133.90,3.7059,1.0167
134.00,3.7096,0.9989
134.10,3.7109,0.9938
134.20,3.7088,1.0030
134.30,3.7100,0.9954
134.40,3.7108,0.9967
134.50,3.7076,0.9983
134.60,3.7040,1.0119
134.70,3.7094,0.9980
134.80,3.7100,0.9904
134.90,3.7064,1.0017
135.00,3.7064,1.0113
135.10,3.7108,0.9878
135.20,3.7069,1.0005
135.30,3.7065,1.0056
135.40,3.7098,0.9992
135.50,3.7106,0.9938
135.60,3.7058,1.0081
135.70,3.7078,0.9973
135.80,3.7101,0.9919
135.90,3.7042,1.0130
136.00,3.7078,1.0075
136.10,3.7104,0.9916
136.20,3.7087,0.9957
136.30,3.7079,0.9973
136.40,3.7064,1.0046
136.50,3.7072,1.0011
136.60,3.7079,0.9970
136.70,3.7089,0.9967
136.80,3.7066,1.0043
136.90,3.7048,1.0030
137.00,3.7096,0.9898
137.10,3.7076,0.9976
137.20,3.7055,1.0068
137.30,3.7038,1.0084
137.40,3.7096,0.9865
137.50,3.7076,1.0002
137.60,3.7029,1.0119
137.70,3.7084,0.9980
137.80,3.7090,0.9935
137.90,3.7048,1.0024
138.00,3.7082,0.9929
138.10,3.7061,0.9982
138.20,3.7046,1.0094
138.30,3.7040,1.0129
138.40,3.7082,0.9916
138.50,3.7080,0.9945
138.60,3.7051,1.0034
138.70,3.7078,0.9961
138.80,3.7070,0.9999
138.90,3.7060,0.9948
139.00,3.7043,1.0008
139.10,3.7036,1.0091
139.20,3.7079,0.9957
139.30,3.7055,0.9980
139.40,3.7071,0.9926
139.50,3.7048,1.0072
139.60,3.7019,1.0119
139.70,3.7076,0.9884
139.80,3.7075,0.9964
139.90,3.7039,1.0078
140.00,3.7037,1.0043
140.10,3.7065,0.9945
140.20,3.7070,0.9996
140.30,3.7036,1.0010
140.40,3.7061,0.9954
140.50,3.7069,0.9964
140.60,3.7010,1.0180
140.70,3.7051,0.9961
140.80,3.7061,0.9996
140.90,3.7063,0.9967
141.00,3.7035,0.9999
141.10,3.7061,0.9951
141.20,3.7048,0.9976
141.30,3.7027,1.0053
141.40,3.7051,0.9979
141.50,3.7054,0.9980
141.60,3.7038,0.9999
141.70,3.7056,0.9976
141.80,3.7032,1.0053
141.90,3.7034,0.9989
142.00,3.7033,1.0011
142.10,3.7049,0.9989
142.20,3.7039,0.9957
142.30,3.7016,1.0110
142.40,3.7045,1.0002
142.50,3.7053,0.9965
142.60,3.7033,1.0011
142.70,3.7047,0.9989
142.80,3.7050,0.9964
142.90,3.7047,0.9983
143.00,3.7020,1.0027
143.10,3.7039,0.9996
143.20,3.7046,0.9976
143.30,3.7016,1.0088
143.40,3.7041,0.9945
143.50,3.7048,0.9943
143.60,3.7025,1.0037
143.70,3.7009,1.0065
143.80,3.7059,0.9942
143.90,3.7044,0.9964
144.00,3.7005,1.0081
144.10,3.7027,0.9976
144.20,3.7051,0.9926
144.30,3.7012,1.0059
144.40,3.7015,1.0046
144.50,3.7037,0.9938
144.60,3.7042,0.9965
144.70,3.7004,1.0110
144.80,3.7041,0.9980
144.90,3.7038,0.9907
145.00,3.7012,1.0005
145.10,3.6995,1.0091
145.20,3.7033,0.9904
145.30,3.7014,0.9992
145.40,3.6996,1.0034
145.50,3.7026,0.9951
145.60,3.7011,0.9986
145.70,3.6979,1.0116
145.80,3.7022,0.9954
145.90,3.7028,0.9929
146.00,3.6980,1.0062
146.10,3.7010,0.9986
146.20,3.7027,0.9954
146.30,3.6994,1.0068
146.40,3.7025,0.9989
146.50,3.7037,0.9919
146.60,3.7000,1.0015
146.70,3.6977,1.0097
146.80,3.7024,0.9943
146.90,3.7025,0.9907
147.00,3.6977,1.0119
147.10,3.7005,1.0037
147.20,3.7035,0.9904
147.30,3.7011,1.0002
147.40,3.6966,1.0126
147.50,3.7023,0.9913
147.60,3.7020,0.9919
147.70,3.6964,1.0122
147.80,3.6988,1.0010
147.90,3.7019,0.9938
148.00,3.7008,0.9964
148.10,3.6998,1.0037
148.20,3.7000,1.0008
148.30,3.7024,0.9913
148.40,3.6964,1.0100
148.50,3.7007,0.9980
148.60,3.7013,0.9951
148.70,3.6976,1.0107
148.80,3.7011,0.9942
148.90,3.7018,0.9943
149.00,3.6978,1.0075
149.10,3.7001,1.0037
149.20,3.7015,0.9935
149.30,3.7013,0.9980
149.40,3.6990,1.0015
149.50,3.7005,0.9983
149.60,3.7005,0.9970
149.70,3.6952,1.0141
149.80,3.7002,0.9945
149.90,3.7006,0.9942
150.00,3.7007,0.9975
150.10,3.6961,1.0091
150.20,3.7012,0.9929
150.30,3.7014,0.9875
150.40,3.6955,1.0078
150.50,3.6971,1.0053
150.60,3.6981,1.0002
150.70,3.7004,0.9961
150.80,3.6979,1.0005
150.90,3.6976,1.0015
151.00,3.6974,1.0024
151.10,3.6970,1.0021
151.20,3.7010,0.9951
151.30,3.6999,0.9954
151.40,3.6932,1.0151
151.50,3.6991,0.9980
151.60,3.7005,0.9926
151.70,3.6982,0.9996
151.80,3.6971,1.0053
151.90,3.6990,0.9999
152.00,3.6999,0.9929
152.10,3.6951,1.0110
152.20,3.6985,0.9968
152.30,3.7001,0.9932
152.40,3.6962,1.0049
152.50,3.6972,1.0015
152.60,3.6993,0.9900
152.70,3.6931,1.0183
152.80,3.6980,0.9976
152.90,3.6995,0.9967
153.00,3.6999,0.9932
153.10,3.6961,1.0002
153.20,3.6987,0.9983
153.30,3.6960,1.0084
153.40,3.6966,0.9983
153.50,3.6987,0.9923
153.60,3.6989,0.9986
153.70,3.6944,1.0138
153.80,3.6983,0.9954
153.90,3.6996,0.9938
154.00,3.6994,0.9935
154.10,3.6930,1.0164
154.20,3.6973,1.0005
154.30,3.6988,0.9954
154.40,3.6951,1.0063
154.50,3.6982,0.9957
154.60,3.6983,1.0018
154.70,3.6974,1.0015
154.80,3.6971,0.9957
154.90,3.6983,0.9926
155.00,3.6971,0.9996
155.10,3.6920,1.0167
155.20,3.6980,0.9923
155.30,3.6985,0.9948
155.40,3.6951,1.0030
155.50,3.6965,0.9954
155.60,3.6978,0.9983
155.70,3.6974,0.9935
155.80,3.6918,1.0135
155.90,3.6955,1.0024
156.00,3.6970,0.9948
156.10,3.6949,0.9989
156.20,3.6969,0.9942
156.30,3.6941,1.0059
156.40,3.6933,1.0100
156.50,3.6967,0.9945
156.60,3.6963,0.9936
156.70,3.6970,0.9957
156.80,3.6899,1.0208
156.90,3.6962,0.9967
157.00,3.6966,0.9951
157.10,3.6944,1.0011
157.20,3.6959,0.9989
157.30,3.6964,0.9951
157.40,3.6945,0.9989
157.50,3.6957,0.9945
157.60,3.6947,1.0007
157.70,3.6923,1.0065
157.80,3.6931,1.0075
157.90,3.6965,0.9951
158.00,3.6961,0.9961
158.10,3.6939,1.0018
158.20,3.6955,0.9926
158.30,3.6942,1.0072
158.40,3.6929,0.9999
158.50,3.6950,0.9976
158.60,3.6961,0.9923
158.70,3.6925,1.0049
158.80,3.6907,1.0097
158.90,3.6951,0.9929
159.00,3.6957,0.9980
159.10,3.6903,1.0205
159.20,3.6948,0.9916
159.30,3.6949,0.9942
159.40,3.6949,0.9951
159.50,3.6912,1.0037
159.60,3.6941,0.9976
159.70,3.6940,0.9976
159.80,3.6893,1.0172
159.90,3.6957,0.9951
160.00,3.6955,0.9923
160.10,3.6925,0.9976
160.20,3.6920,1.0049
160.30,3.6934,0.9996
160.40,3.6956,0.9904
160.50,3.6895,1.0084
160.60,3.6915,1.0081
160.70,3.6948,0.9894
160.80,3.6918,1.0018
160.90,3.6913,1.0106
161.00,3.6939,0.9938
161.10,3.6923,0.9973
161.20,3.6941,0.9907
161.30,3.6915,1.0034
161.40,3.6909,1.0068
161.50,3.6896,1.0059
161.60,3.6942,0.9935
161.70,3.6929,0.9935
161.80,3.6891,1.0097
161.90,3.6927,0.9996
162.00,3.6942,0.9919
162.10,3.6895,1.0021
162.20,3.6898,1.0081
162.30,3.6938,0.9954
162.40,3.6946,0.9888
162.50,3.6889,1.0081
162.60,3.6901,1.0053
162.70,3.6930,0.9926
162.80,3.6895,1.0084
162.90,3.6915,0.9989
163.00,3.6927,0.9957
163.10,3.6907,0.9954
163.20,3.6879,1.0097
163.30,3.6915,0.9976
163.40,3.6938,0.9923
163.50,3.6874,1.0138
163.60,3.6912,0.9980
163.70,3.6928,0.9916
163.80,3.6892,1.0072
163.90,3.6905,1.0040
164.00,3.6929,0.9923
164.10,3.6916,0.9957
164.20,3.6865,1.0113
164.30,3.6897,0.9976
164.40,3.6920,0.9929
164.50,3.6886,1.0049
164.60,3.6901,1.0030
164.70,3.6921,0.9913
164.80,3.6890,1.0005
164.90,3.6897,1.0059
165.00,3.6910,0.9957
165.10,3.6914,0.9983
165.20,3.6859,1.0134
165.30,3.6910,0.9942
165.40,3.6917,0.9935
165.50,3.6883,1.0081
165.60,3.6906,0.9945
165.70,3.6913,0.9929
165.80,3.6870,1.0110
165.90,3.6889,1.0008
166.00,3.6915,0.9926
166.10,3.6914,0.9932
166.20,3.6857,1.0113
166.30,3.6892,0.9993
166.40,3.6914,0.9907
166.50,3.6865,1.0078
166.60,3.6878,1.0034
166.70,3.6922,0.9884
166.80,3.6885,1.0008
166.90,3.6848,1.0097
167.00,3.6887,0.9973
167.10,3.6910,0.9894
167.20,3.6860,1.0094
167.30,3.6875,1.0091
167.40,3.6903,0.9929
167.50,3.6879,0.9992
167.60,3.6888,0.9986
167.70,3.6882,1.0008
167.80,3.6865,1.0053
167.90,3.6875,0.9961
168.00,3.6903,0.9938
168.10,3.6875,1.0018
168.20,3.6856,1.0075
168.30,3.6892,0.9961
168.40,3.6901,0.9916
168.50,3.6849,1.0113
168.60,3.6874,1.0040
168.70,3.6895,0.9929
168.80,3.6893,0.9951
168.90,3.6845,1.0107
169.00,3.6875,0.9999
169.10,3.6886,0.9913
169.20,3.6853,1.0043
169.30,3.6852,1.0053
169.40,3.6898,0.9884
169.50,3.6858,1.0046
169.60,3.6846,1.0116
169.70,3.6881,0.9951
169.80,3.6887,0.9894
169.90,3.6838,1.0075
170.00,3.6852,1.0116
170.10,3.6892,0.9865
170.20,3.6862,0.9973
170.30,3.6850,1.0107
170.40,3.6873,0.9986
170.50,3.6885,0.9938
170.60,3.6851,1.0059
170.70,3.6866,0.9936
170.80,3.6870,0.9983
170.90,3.6819,1.0145
171.00,3.6874,0.9932
171.10,3.6887,0.9938
171.20,3.6841,1.0040
171.30,3.6855,0.9976
171.40,3.6877,0.9935
171.50,3.6846,1.0046
171.60,3.6832,1.0053
171.70,3.6866,0.9996
171.80,3.6878,0.9884
171.90,3.6826,1.0132
172.00,3.6841,1.0011
172.10,3.6878,0.9894
172.20,3.6849,0.9980
172.30,3.6845,1.0053
172.40,3.6837,1.0053
172.50,3.6874,0.9942
172.60,3.6832,1.0040
172.70,3.6851,1.0068
172.80,3.6875,0.9943
172.90,3.6849,0.9989
173.00,3.6868,0.9942
173.10,3.6852,1.0027
173.20,3.6816,1.0100
173.30,3.6867,0.9948
173.40,3.6864,0.9932
173.50,3.6847,1.0056
173.60,3.6825,1.0113
173.70,3.6867,0.9923
173.80,3.6861,0.9919
173.90,3.6838,1.0028
174.00,3.6833,1.0024
174.10,3.6865,0.9913
174.20,3.6835,1.0030
174.30,3.6826,1.0075
174.40,3.6853,0.9923
174.50,3.6855,0.9910
174.60,3.6804,1.0132
174.70,3.6841,1.0021
174.80,3.6861,0.9897
174.90,3.6807,1.0084
175.00,3.6822,1.0060
175.10,3.6861,0.9957
175.20,3.6862,0.9907
175.30,3.6813,1.0116
175.40,3.6839,1.0005
175.50,3.6858,0.9894
175.60,3.6812,1.0053
175.70,3.6832,1.0018
175.80,3.6847,0.9942
175.90,3.6813,1.0046
176.00,3.6826,0.9989
176.10,3.6821,0.9982
176.20,3.6826,1.0021
176.30,3.6806,1.0068
176.40,3.6848,0.9935
176.50,3.6844,0.9938
176.60,3.6791,1.0167
176.70,3.6844,0.9913
176.80,3.6847,0.9907
176.90,3.6814,1.0037
177.00,3.6812,1.0068
177.10,3.6849,0.9919
177.20,3.6827,0.9954
177.30,3.6792,1.0049
177.40,3.6822,0.9980
177.50,3.6803,1.0122
177.60,3.6815,1.0043
177.70,3.6840,0.9894
177.80,3.6837,0.9910
177.90,3.6814,1.0056
178.00,3.6799,1.0084
178.10,3.6824,0.9923
178.20,3.6822,0.9972
178.30,3.6775,1.0091
178.40,3.6815,0.9996
178.50,3.6848,0.9865
178.60,3.6790,1.0075
178.70,3.6800,1.0043
178.80,3.6797,1.0056
178.90,3.6832,0.9894
179.00,3.6798,1.0043
179.10,3.6799,1.0072
179.20,3.6832,0.9894
179.30,3.6802,1.0035
179.40,3.6800,1.0094
179.50,3.6827,0.9904
179.60,3.6805,0.9964
179.70,3.6804,1.0021
179.80,3.6803,1.0040
179.90,3.6803,1.0002
180.00,3.6792,1.0068
180.10,3.6829,0.9894
180.20,3.6813,1.0046
180.30,3.6782,1.0091
180.40,3.6829,0.9841
180.50,3.6810,0.9957
180.60,3.6776,1.0088
180.70,3.6804,1.0005
180.80,3.6791,1.0024
180.90,3.6838,0.9878
181.00,3.6789,1.0078
181.10,3.6802,1.0034
181.20,3.6820,0.9938
181.30,3.6785,1.0024
181.40,3.6795,1.0034
181.50,3.6815,0.9915
181.60,3.6807,1.0049
181.70,3.6773,1.0053
181.80,3.6817,0.9932
181.90,3.6813,0.9980
182.00,3.6763,1.0122
182.10,3.6807,0.9926
182.20,3.6807,0.9919
182.30,3.6767,1.0113
182.40,3.6798,1.0024
182.50,3.6818,0.9916
182.60,3.6794,1.0007
182.70,3.6759,1.0110
182.80,3.6802,0.9919
182.90,3.6807,0.9929
183.00,3.6756,1.0100
183.10,3.6781,0.9989
183.20,3.6817,0.9850
183.30,3.6759,1.0103
183.40,3.6778,1.0059
183.50,3.6801,0.9945
183.60,3.6804,0.9919
183.70,3.6755,1.0110
183.80,3.6777,1.0024
183.90,3.6816,0.9856
184.00,3.6768,1.0040
184.10,3.6769,1.0068
184.20,3.6774,1.0034
184.30,3.6789,0.9964
184.40,3.6797,0.9878
184.50,3.6760,1.0034
184.60,3.6777,1.0021
184.70,3.6762,1.0060
184.80,3.6775,1.0002
184.90,3.6812,0.9821
185.00,3.6750,1.0091
185.10,3.6766,1.0053
185.20,3.6773,1.0034
185.30,3.6776,1.0011
185.40,3.6794,0.9932
185.50,3.6771,0.9957
185.60,3.6774,1.0015
185.70,3.6751,1.0084
185.80,3.6762,1.0042
185.90,3.6796,0.9900
186.00,3.6762,1.0034
186.10,3.6762,1.0046
186.20,3.6777,0.9992
186.30,3.6796,0.9891
186.40,3.6750,1.0065
186.50,3.6758,1.0015
186.60,3.6770,1.0024
186.70,3.6777,0.9973
186.80,3.6791,0.9919
186.90,3.6761,1.0056
187.00,3.6748,1.0097
187.10,3.6782,0.9938
187.20,3.6800,0.9897
187.30,3.6759,0.9983
187.40,3.6747,1.0100
187.50,3.6768,0.9996
187.60,3.6766,1.0021
187.70,3.6755,1.0008
187.80,3.6791,0.9875
187.90,3.6755,1.0018
188.00,3.6747,1.0014
188.10,3.6745,1.0043
188.20,3.6754,1.0037
188.30,3.6767,1.0049
188.40,3.6768,0.9907
188.50,3.6769,0.9948
188.60,3.6761,1.0021
188.70,3.6737,1.0084
188.80,3.6752,1.0008
188.90,3.6777,0.9859
189.00,3.6744,1.0018
189.10,3.6739,1.0081
189.20,3.6763,0.9954
189.30,3.6757,1.0027
189.40,3.6745,1.0046
189.50,3.6751,0.9980
189.60,3.6747,1.0011
189.70,3.6730,1.0113
189.80,3.6769,0.9904
189.90,3.6778,0.9913
190.00,3.6735,1.0088
190.10,3.6730,1.0081
190.20,3.6769,0.9908
190.30,3.6770,0.9878
190.40,3.6721,1.0135
190.50,3.6740,1.0015
190.60,3.6740,1.0018
190.70,3.6734,1.0062
190.80,3.6772,0.9894
190.90,3.6759,0.9961
191.00,3.6734,1.0024
191.10,3.6729,1.0065
191.20,3.6746,0.9964
191.30,3.6759,0.9979
191.40,3.6722,1.0075
191.50,3.6742,0.9957
191.60,3.6761,0.9913
191.70,3.6717,1.0094
191.80,3.6725,1.0008
191.90,3.6732,0.9986
192.00,3.6740,0.9980
192.10,3.6725,1.0059
192.20,3.6747,0.9996
192.30,3.6768,0.9890
192.40,3.6718,1.0062
192.50,3.6729,1.0008
192.60,3.6733,1.0018
192.70,3.6732,1.0068
192.80,3.6743,0.9967
192.90,3.6755,0.9878
193.00,3.6734,1.0030
193.10,3.6713,1.0062
193.20,3.6723,1.0056
193.30,3.6753,0.9897
193.40,3.6725,0.9992
193.50,3.6723,1.0046
193.60,3.6732,1.0008
193.70,3.6729,0.9983
193.80,3.6711,1.0046
193.90,3.6746,0.9973
194.00,3.6735,0.9945
194.10,3.6701,1.0075
194.20,3.6725,0.9976
194.30,3.6732,0.9945
194.40,3.6702,1.0110
194.50,3.6733,0.9947
194.60,3.6747,0.9891
194.70,3.6717,1.0046
194.80,3.6709,1.0056
194.90,3.6721,0.9970
195.00,3.6724,0.9973
195.10,3.6700,1.0078
195.20,3.6719,0.9967
195.30,3.6720,1.0005
195.40,3.6694,1.0075
195.50,3.6741,0.9907
195.60,3.6734,0.9910
195.70,3.6712,1.0031
195.80,3.6703,1.0119
195.90,3.6718,1.0024
196.00,3.6750,0.9865
196.10,3.6705,1.0056
196.20,3.6709,1.0037
196.30,3.6730,0.9951
196.40,3.6718,0.9983
196.50,3.6698,1.0037
196.60,3.6710,0.9986
196.70,3.6709,1.0000
196.80,3.6692,1.0081
196.90,3.6724,0.9957
197.00,3.6733,0.9916
197.10,3.6687,1.0100
197.20,3.6717,0.9992
197.30,3.6732,0.9923
197.40,3.6707,1.0037
197.50,3.6684,1.0068
197.60,3.6718,0.9942
197.70,3.6723,0.9942
197.80,3.6685,1.0091
197.90,3.6705,1.0002
198.00,3.6735,0.9859
198.10,3.6686,1.0075
198.20,3.6704,1.0046
198.30,3.6707,0.9992
198.40,3.6704,1.0011
198.50,3.6692,1.0027
198.60,3.6718,0.9910
198.70,3.6705,1.0002
198.80,3.6690,1.0065
198.90,3.6698,1.0007
199.00,3.6727,0.9834
199.10,3.6684,1.0062
199.20,3.6699,0.9983
199.30,3.6704,0.9970
199.40,3.6701,1.0002
199.50,3.6691,1.0030
